gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
Drachmannsvej 25,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,140,False,"Drachmannsvej 25, 6000 Kolding, danmark",55.4811669,9.457601
Drachmannsvej 25,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Drachmannsvej 25, 6000 Kolding, danmark",55.4811669,9.457601
Drachmannsvej 25,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Drachmannsvej 25, 6000 Kolding, danmark",55.4811669,9.457601
Fjordvej 97,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Fjordvej 97, 6000 Kolding, danmark",55.4988754,9.529164
Fjordvej 99,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Fjordvej 99, 6000 Kolding, danmark",55.4988044,9.5295119
Fjordvej 103,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Fjordvej 103, 6000 Kolding, danmark",55.498889,9.5306627
Fjordvej 105,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Fjordvej 105, 6000 Kolding, danmark",55.4988845,9.5301631
Fredens Vej 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Fredens Vej 2, 6000 Kolding, danmark",55.497297,9.4884608
Fredens Vej 4,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Fredens Vej 4, 6000 Kolding, danmark",55.497297,9.4884608
Fæstevej 1,6092,Sønder Stenderup,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Fæstevej 1, 6092 Sønder Stenderup, danmark",55.46524909999999,9.6140314
Fæstevej 3,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Fæstevej 3, 6092 Sønder Stenderup, danmark",55.465604,9.6136834
Fæstevej 5,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Fæstevej 5, 6092 Sønder Stenderup, danmark",55.4661195,9.6128275
Gammeltoft 2,6091,Bjert,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Gammeltoft 2, 6091 Bjert, danmark",55.4599784,9.5246687
Gammeltoft 2,6091,Bjert,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Gammeltoft 2, 6091 Bjert, danmark",55.4599784,9.5246687
Gammeltoft 3,6091,Bjert,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Gammeltoft 3, 6091 Bjert, danmark",55.4586948,9.5234928
Gefionvej 46,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Gefionvej 46, 6000 Kolding, danmark",55.50958989999999,9.5173286
Gl. Strandvej 15,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Gl. Strandvej 15, 6000 Kolding, danmark",55.4996218,9.5101398
Gl. Strandvej 17,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gl. Strandvej 17,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gl. Strandvej 17,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gramrolighed 2,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Gramrolighed 2,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Gramrolighed 2,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Hjarupvej 6 A,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Hokvej 1,6092,Sønder Stenderup,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Hokvej 1, 6092 Sønder Stenderup, danmark",55.46514029999999,9.6147136
Hokvej 2,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Hokvej 2, 6092 Sønder Stenderup, danmark",55.46487579999999,9.6148823
Idyl 26 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Idyl 26 A, 6000 Kolding, danmark",55.474748,9.5081194
Idyl 26 B,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Idyl 26 B, 6000 Kolding, danmark",55.476337,9.509565
Jernbanegade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 19,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Kikkenborgvej 42 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Kikkenborgvej 42 B, 6000 Kolding, danmark",55.4979163,9.4681649
Kikkenborgvej 42 C,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Kikkenborgvej 42 C, 6000 Kolding, danmark",55.4978455,9.468512700000002
Kikkenborgvej 52,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Kikkenborgvej 52, 6000 Kolding, danmark",55.4978028,9.467798
Kikkenborgvej 54 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Kikkenborgvej 54 A, 6000 Kolding, danmark",55.49766109999999,9.4675142
Kikkenborgvej 54 B,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Kikkenborgvej 54 B, 6000 Kolding, danmark",55.4980012,9.4676357
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Langelinie 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Munkeparken 1,6000,Kolding,1,"140 l. beholder, mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,140,False,"Munkeparken 1, 6000 Kolding, danmark",55.4846558,9.4602674
Munkeparken 1,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Munkeparken 1, 6000 Kolding, danmark",55.4846558,9.4602674
Munkeparken 1,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Munkeparken 1, 6000 Kolding, danmark",55.4846558,9.4602674
Ndr. Ringvej 79,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Ndr. Ringvej 79, 6000 Kolding, danmark",55.4975361,9.4878982
Rosengade 20,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Rosengade 20, 6000 Kolding, danmark",55.4874097,9.4690119
Rosengade 22,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Rosengade 22, 6000 Kolding, danmark",55.4874616,9.469046
Skolebakken 13,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Skolebakken 13, 6000 Kolding, danmark",55.49996429999999,9.5202818
Skolebakken 13 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Skolebakken 13 A, 6000 Kolding, danmark",55.500087,9.5203881
Skolebakken 13 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Skolebakken 13 B, 6000 Kolding, danmark",55.4998934,9.5206297
Sortebjergvej 1,6640,Lunderskov,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Sortebjergvej 1, 6640 Lunderskov, danmark",55.4691509,9.2695544
Sportsvej 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Sportsvej 2, 6000 Kolding, danmark",55.49515109999999,9.458225
Sportsvej 14,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Sportsvej 14, 6000 Kolding, danmark",55.4956559,9.4567889
Stenholt 23,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Stenholt 23, 6092 Sønder Stenderup, danmark",55.463843,9.6139941
Stenholt 25,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Stenholt 25, 6092 Sønder Stenderup, danmark",55.46431010000001,9.6141635
Stenholt 33,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Stenholt 33, 6092 Sønder Stenderup, danmark",55.46530259999999,9.613076
Stenholt 35,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Stenholt 35, 6092 Sønder Stenderup, danmark",55.46493940000001,9.6128353
Stenholt 37,6092,Sønder Stenderup,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Stenholt 37, 6092 Sønder Stenderup, danmark",55.464907,9.6122788
Stenholt 39,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Stenholt 39, 6092 Sønder Stenderup, danmark",55.465129,9.6120947
Stenholt 41,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Stenholt 41, 6092 Sønder Stenderup, danmark",55.46520020000001,9.611747
Stenholt 43,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Stenholt 43, 6092 Sønder Stenderup, danmark",55.4653032,9.6125159
Stenholt 47,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Stenholt 47, 6092 Sønder Stenderup, danmark",55.4654687,9.6122179
Stenholt 49 A,6092,Sønder Stenderup,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Stenholt 49 A, 6092 Sønder Stenderup, danmark",55.465757,9.6118866
Stenholt 49 B,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Stenholt 49 B, 6092 Sønder Stenderup, danmark",55.4660124,9.6114189
Stenholtgade 15,6092,Sønder Stenderup,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Stenholtgade 15, 6092 Sønder Stenderup, danmark",55.46202659999999,9.6132108
Stenholtgade 17,6092,Sønder Stenderup,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Stenholtgade 17, 6092 Sønder Stenderup, danmark",55.4625649,9.6130325
Surkjær 1,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Surkjær 1, 6000 Kolding, danmark",55.524066,9.4583462
Surkjær 3,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Surkjær 3, 6000 Kolding, danmark",55.5241084,9.4578014
Surkjær 27,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Surkjær 27, 6000 Kolding, danmark",55.5249391,9.4555468
Surkjær 33,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Surkjær 33, 6000 Kolding, danmark",55.5252784,9.452868
Søndergade 1 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Søndergade 1 A, 6000 Kolding, danmark",55.4888114,9.4730303
Søndergade 1 A,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Søndergade 1 A, 6000 Kolding, danmark",55.4888114,9.4730303
Trompeterbakken 3,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,370,False,"Trompeterbakken 3, 6000 Kolding, danmark",55.49701109999999,9.476982200000002
Trompeterbakken 5,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Trompeterbakken 5, 6000 Kolding, danmark",55.4969828,9.4773452
Trompeterbakken 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 7, 6000 Kolding, danmark",55.4970253,9.4776403
Trompeterbakken 11,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,370,False,"Trompeterbakken 11, 6000 Kolding, danmark",55.49687429999999,9.4783169
Vandværksvej 8,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Vandværksvej 8, 6000 Kolding, danmark",55.4959336,9.4537798
Vandværksvej 10 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Vandværksvej 10 A, 6000 Kolding, danmark",55.4961698,9.4541127
Vandværksvej 10 B,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Vandværksvej 10 B, 6000 Kolding, danmark",55.4962335,9.4546594
Vandværksvej 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Vandværksvej 12, 6000 Kolding, danmark",55.4960373,9.4534283
Vandværksvej 17,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Vandværksvej 17, 6000 Kolding, danmark",55.4961455,9.4521771
Vejlevej 21,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Vejlevej 21, 6000 Kolding, danmark",55.4956183,9.4572727
Vejrupsgade 2 A,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Vejrupsgade 2 A, 6000 Kolding, danmark",55.4877461,9.4676824
Vejrupsgade 2 A,6000,Kolding,1,"140 l. beholder, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,140,False,"Vejrupsgade 2 A, 6000 Kolding, danmark",55.4877461,9.4676824
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 24,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,240,False,"Vejrupsgade 24, 6000 Kolding, danmark",55.48741279999999,9.4703471
Vejrupsgade 24,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Vejrupsgade 24, 6000 Kolding, danmark",55.48741279999999,9.4703471
Vejrupsgade 30 01,6000,Kolding,1,"2-delt 370 beh, rest/mad, lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,370,False,"Vejrupsgade 30 01, 6000 Kolding, danmark",55.4873487,9.470917000000002
Vonsildvej 75 A,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",True,False,370,False,"Vonsildvej 75 A, 6000 Kolding, danmark",55.4536946,9.4770842
Vonsildvej 75 B,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Vonsildvej 75 B, 6000 Kolding, danmark",55.453455,9.477109
