gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
Bjerggade 18,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 18, 6000 Kolding, danmark",55.48593779999999,9.4644928
Bjerggade 20,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 20, 6000 Kolding, danmark",55.4858953,9.4644776
Bjerggade 22,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 22, 6000 Kolding, danmark",55.485841,9.4644737
Bjerggade 24,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 24, 6000 Kolding, danmark",55.4857914,9.4644094
Bjerggade 26,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 26, 6000 Kolding, danmark",55.4857512,9.464364000000002
Bjerggade 28,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 28, 6000 Kolding, danmark",55.4856686,9.4643034
Bjerggade 30,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Bjerggade 30, 6000 Kolding, danmark",55.4856261,9.464288200000002
Bjerggade 32,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Bjerggade 32, 6000 Kolding, danmark",55.4855859,9.4642428
Bjerggade 38,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Bjerggade 38, 6000 Kolding, danmark",55.485483,9.4643494
Fjordvej 105,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Fjordvej 105, 6000 Kolding, danmark",55.4988845,9.5301631
Fredens Vej 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Fredens Vej 2, 6000 Kolding, danmark",55.497297,9.4884608
Gl. Strandvej 17,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gl. Strandvej 17,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gl. Strandvej 17,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Gl. Strandvej 17, 6000 Kolding, danmark",55.49957939999999,9.5097045
Gramrolighed 1,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Gramrolighed 1, 6000 Kolding, danmark",55.495736,9.4765263
Gramrolighed 2,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Gramrolighed 2,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Gramrolighed 2,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Gramrolighed 2, 6000 Kolding, danmark",55.495841,9.476894
Gramrolighed 3,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Gramrolighed 3, 6000 Kolding, danmark",55.495821,9.4765566
Gramrolighed 5,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Gramrolighed 5, 6000 Kolding, danmark",55.495906,9.476587
Gramrolighed 5,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Gramrolighed 5, 6000 Kolding, danmark",55.495906,9.476587
Gramrolighed 7,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Gramrolighed 7, 6000 Kolding, danmark",55.49599569999999,9.4765569
Gramrolighed 9,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Gramrolighed 9, 6000 Kolding, danmark",55.49609719999999,9.4765155
Gramrolighed 11,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Gramrolighed 11, 6000 Kolding, danmark",55.4961207,9.4764983
Gramrolighed 11,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Gramrolighed 11, 6000 Kolding, danmark",55.4961207,9.4764983
Gramrolighed 13,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Gramrolighed 13, 6000 Kolding, danmark",55.4961496,9.4764887
Gramrolighed 13,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Gramrolighed 13, 6000 Kolding, danmark",55.4961496,9.4764887
Gramrolighed 14,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Gramrolighed 14, 6000 Kolding, danmark",55.4960619,9.4768293
Grønnegade 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 3, 6000 Kolding, danmark",55.4870297,9.4695443
Grønnegade 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 3, 6000 Kolding, danmark",55.4870297,9.4695443
Grønnegade 5,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,True,240,False,"Grønnegade 5, 6000 Kolding, danmark",55.4870698,9.4695898
Grønnegade 5,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,True,660,False,"Grønnegade 5, 6000 Kolding, danmark",55.4870698,9.4695898
Grønnegade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Grønnegade 7, 6000 Kolding, danmark",55.48710999999999,9.4696352
Grønnegade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Grønnegade 7, 6000 Kolding, danmark",55.48710999999999,9.4696352
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 9, 6000 Kolding, danmark",55.4871784,9.4697373
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 9, 6000 Kolding, danmark",55.4871784,9.4697373
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 9, 6000 Kolding, danmark",55.4871784,9.4697373
Grønnegade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 9, 6000 Kolding, danmark",55.4871784,9.4697373
Grønnegade 11,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,660,False,"Grønnegade 11, 6000 Kolding, danmark",55.4872587,9.4698282
Grønnegade 11,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 11, 6000 Kolding, danmark",55.4872587,9.4698282
Grønnegade 11,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,400,False,"Grønnegade 11, 6000 Kolding, danmark",55.4872587,9.4698282
Grønnegade 13,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Grønnegade 13, 6000 Kolding, danmark",55.4873296,9.4699001
Grønnegade 13,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Grønnegade 13, 6000 Kolding, danmark",55.4873296,9.4699001
Grønnegade 15,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,660,False,"Grønnegade 15, 6000 Kolding, danmark",55.487368,9.469876
Grønnegade 15,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Grønnegade 15, 6000 Kolding, danmark",55.487368,9.469876
Gøhlmannsvej 46,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Gøhlmannsvej 46, 6000 Kolding, danmark",55.4973909,9.4631276
Gøhlmannsvej 48,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Gøhlmannsvej 48, 6000 Kolding, danmark",55.4974994,9.4628555
Gøhlmannsvej 50,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Gøhlmannsvej 50, 6000 Kolding, danmark",55.4976599,9.4624776
Gøhlmannsvej 52,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Gøhlmannsvej 52, 6000 Kolding, danmark",55.49767869999999,9.4622356
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Hjarupvej 6 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Hjarupvej 6 A,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Hjarupvej 6 A, 6000 Kolding, danmark",55.456646,9.474381
Høgesti 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Høgesti 3, 6000 Kolding, danmark",55.4967654,9.4762103
Høgesti 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Høgesti 5, 6000 Kolding, danmark",55.49706759999999,9.4762562
Høgesti 7,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Høgesti 7, 6000 Kolding, danmark",55.4972472,9.4761077
Jernbanegade 5,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,400,False,"Jernbanegade 5, 6000 Kolding, danmark",55.49029119999999,9.4754811
Jernbanegade 5,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,400,False,"Jernbanegade 5, 6000 Kolding, danmark",55.49029119999999,9.4754811
Jernbanegade 5,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,140,False,"Jernbanegade 5, 6000 Kolding, danmark",55.49029119999999,9.4754811
Jernbanegade 5,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Jernbanegade 5, 6000 Kolding, danmark",55.49029119999999,9.4754811
Jernbanegade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 19,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Kikkenborgvej 14,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Kikkenborgvej 14, 6000 Kolding, danmark",55.49703359999999,9.4705233
Kikkenborgvej 14,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Kikkenborgvej 14, 6000 Kolding, danmark",55.49703359999999,9.4705233
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Langelinie 1 A 01,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Langelinie 1 A 01, 6000 Kolding, danmark",55.4915765,9.4700466
Langelinie 1 A 02,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Langelinie 1 A 02, 6000 Kolding, danmark",55.4915765,9.4700466
Langelinie 1 A ST,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Langelinie 1 A ST, 6000 Kolding, danmark",55.4915765,9.4700466
Langelinie 1 B,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Langelinie 1 B, 6000 Kolding, danmark",55.4914377,9.4700159
Langelinie 5,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 5, 6000 Kolding, danmark",55.4913055,9.4700308
Langelinie 5,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 5, 6000 Kolding, danmark",55.4913055,9.4700308
Langelinie 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Langelinie 6, 6000 Kolding, danmark",55.491269,9.469605
Langelinie 7,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 7, 6000 Kolding, danmark",55.4912606,9.469906
Langelinie 7,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 7, 6000 Kolding, danmark",55.4912606,9.469906
Langelinie 8,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 8, 6000 Kolding, danmark",55.491218,9.469611
Langelinie 8,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 8, 6000 Kolding, danmark",55.491218,9.469611
Langelinie 9,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 9, 6000 Kolding, danmark",55.49118739999999,9.4698643
Langelinie 9,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 9, 6000 Kolding, danmark",55.49118739999999,9.4698643
Langelinie 11,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 11, 6000 Kolding, danmark",55.4911119,9.4698528
Langelinie 11,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 11, 6000 Kolding, danmark",55.4911119,9.4698528
Langelinie 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Langelinie 12, 6000 Kolding, danmark",55.49108349999999,9.4695163
Langelinie 13,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 13, 6000 Kolding, danmark",55.4910505,9.4697998
Langelinie 13,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 13, 6000 Kolding, danmark",55.4910505,9.4697998
Langelinie 14,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Langelinie 14, 6000 Kolding, danmark",55.4909984,9.4694859
Langelinie 15,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 15, 6000 Kolding, danmark",55.49101659999999,9.469723
Langelinie 15,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 15, 6000 Kolding, danmark",55.49101659999999,9.469723
Langelinie 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 17, 6000 Kolding, danmark",55.49101229999999,9.469676
Langelinie 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 17, 6000 Kolding, danmark",55.49101229999999,9.469676
Langelinie 19,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Langelinie 19, 6000 Kolding, danmark",55.4909253,9.469724
Langelinie 21,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 21, 6000 Kolding, danmark",55.4908648,9.4696103
Langelinie 21,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 21, 6000 Kolding, danmark",55.4908648,9.4696103
Langelinie 23,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Langelinie 23, 6000 Kolding, danmark",55.49084500000001,9.4696331
Langelinie 23,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Langelinie 23, 6000 Kolding, danmark",55.49084500000001,9.4696331
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Langelinie 24,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Langelinie 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Langelinie 24, 6000 Kolding, danmark",55.490695,9.469203
Munkensdam 9,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Munkensdam 9, 6000 Kolding, danmark",55.4864147,9.4645387
Ndr. Ringvej 79,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Ndr. Ringvej 79, 6000 Kolding, danmark",55.4975361,9.4878982
Rosengade 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Rosengade 9, 6000 Kolding, danmark",55.48719209999999,9.4685122
Rosengade 13,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 13, 6000 Kolding, danmark",55.4872852,9.4686076
Rosengade 14,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 14, 6000 Kolding, danmark",55.4872798,9.4688567
Rosengade 15,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 15, 6000 Kolding, danmark",55.487301,9.46853
Rosengade 16,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 16, 6000 Kolding, danmark",55.4873176,9.4689324
Rosengade 17,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 17, 6000 Kolding, danmark",55.4873747,9.4686912
Rosengade 18,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Rosengade 18, 6000 Kolding, danmark",55.4873577,9.4689778
Rosengade 20,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Rosengade 20, 6000 Kolding, danmark",55.4874097,9.4690119
Rosengade 22,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Rosengade 22, 6000 Kolding, danmark",55.4874616,9.469046
Solvej 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Solvej 2, 6000 Kolding, danmark",55.4978585,9.4632945
Solvej 2 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Solvej 2 A, 6000 Kolding, danmark",55.4976271,9.4633207
Sportsvej 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Sportsvej 2, 6000 Kolding, danmark",55.49515109999999,9.458225
Sportsvej 4,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,130,True,"Sportsvej 4, 6000 Kolding, danmark",55.4951321,9.4579074
