gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
Søndergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Søndergade 6, 6000 Kolding, danmark",55.48857899999999,9.472754
Søndergade 8,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Søndergade 8, 6000 Kolding, danmark",55.4883784,9.4728391
Søndergade 10 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Søndergade 10 A, 6000 Kolding, danmark",55.488193,9.47275
Søndergade 10 A,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,140,False,"Søndergade 10 A, 6000 Kolding, danmark",55.488193,9.47275
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Søndergade 12, 6000 Kolding, danmark",55.4875999,9.472635
Søndergade 12,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Søndergade 12, 6000 Kolding, danmark",55.4875999,9.472635
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Søndergade 12, 6000 Kolding, danmark",55.4875999,9.472635
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Søndergade 12, 6000 Kolding, danmark",55.4875999,9.472635
Søndergade 12,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Søndergade 12, 6000 Kolding, danmark",55.4875999,9.472635
Søndergade 13 C,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,370,False,"Søndergade 13 C, 6000 Kolding, danmark",55.4873756,9.4729842
Søndergade 15 A,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Søndergade 15 A, 6000 Kolding, danmark",55.4872898,9.4729008
Søndergade 15 A,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Søndergade 15 A, 6000 Kolding, danmark",55.4872898,9.4729008
Søndergade 17,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 17, 6000 Kolding, danmark",55.4871814,9.4729241
Søndergade 17,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 17, 6000 Kolding, danmark",55.4871814,9.4729241
Søndergade 19,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Søndergade 19, 6000 Kolding, danmark",55.4871177,9.4729013
Søndergade 21,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 21, 6000 Kolding, danmark",55.4870657,9.4728672
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 23, 6000 Kolding, danmark",55.4869807,9.4728369
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 23, 6000 Kolding, danmark",55.4869807,9.4728369
Søndergade 23,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, ulige, mad/rest - LILLEBIL",True,False,240,False,"Søndergade 23, 6000 Kolding, danmark",55.4869807,9.4728369
Søndergade 25,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Søndergade 25, 6000 Kolding, danmark",55.4868957,9.4728065
Søndergade 25,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Søndergade 25, 6000 Kolding, danmark",55.4868957,9.4728065
Søndergade 27,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Søndergade 27, 6000 Kolding, danmark",55.4868107,9.4727761
Søndergade 27,6000,Kolding,1,"190 l. beh, mad, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,190,False,"Søndergade 27, 6000 Kolding, danmark",55.4868107,9.4727761
Søndergade 27 A,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Søndergade 27 A, 6000 Kolding, danmark",55.4866928,9.4737285
Søndergade 29,6000,Kolding,1,"660 con, rest - m lås sætte f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,True,660,False,"Søndergade 29, 6000 Kolding, danmark",55.4867257,9.4727457
Søndergade 29,6000,Kolding,1,"240 l. beh, mad, med lås, SF","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,240,False,"Søndergade 29, 6000 Kolding, danmark",55.4867257,9.4727457
Søndergade 32 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Søndergade 32 A, 6000 Kolding, danmark",55.4866982,9.472367
Søndergade 32 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Søndergade 32 A, 6000 Kolding, danmark",55.4866982,9.472367
Søndergade 32 A,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,140,False,"Søndergade 32 A, 6000 Kolding, danmark",55.4866982,9.472367
Østergade 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Østergade 7, 6000 Kolding, danmark",55.4898573,9.4741354
Østergade 11,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Østergade 11, 6000 Kolding, danmark",55.4897066,9.4743662
Østergade 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,"Østergade 17, 6000 Kolding, danmark",55.4894364,9.4743984
Østergade 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,"Østergade 17, 6000 Kolding, danmark",55.4894364,9.4743984
Østergade 17,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,"Østergade 17, 6000 Kolding, danmark",55.4894364,9.4743984
Østergade 17,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,"Østergade 17, 6000 Kolding, danmark",55.4894364,9.4743984
